adm_level,date,NASA_FLDAS_NOAH01_C_GL_M_V001_Tair_f_tavg,.DS_Store,MODIS_006_MYD13A1_EVI,JAXA_GPM_L3_GSMaP_v6_reanalysis_hourlyPrecipRate,JAXA_GPM_L3_GSMaP_v6_operational_hourlyPrecipRate,MODIS_006_MOD11A1_LST_Day_1km,NASA_FLDAS_NOAH01_C_GL_M_V001_Wind_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Qair_f_tavg,MODIS_006_MOD11A1_LST_Night_1km
Abra,2012-01-01,294.94232177734375,,4201.0,0.6776905311271548,,14983.25,4.523413181304932,0.012944323942065239,14637.0
Abra,2012-02-01,295.3591003417969,,4226.5,56.856428764760494,,15064.0,4.341947555541992,0.01292489655315876,14651.0
Abra,2012-03-01,296.55706787109375,,4028.25,39.56772167701274,,15172.0,3.893623113632202,0.013058023527264595,14709.5
Abra,2012-04-01,298.1672668457031,,4679.0,90.90416053775698,,,2.3976285457611084,0.014663111418485641,14710.0
Abra,2012-05-01,298.5634765625,,4525.0,300.3776286765933,,15082.25,2.3358089923858643,0.015840061008930206,14594.75
Abra,2012-06-01,297.61676025390625,,4361.25,466.2194927763194,,15045.25,4.960808277130127,0.017010485753417015,0.0
Abra,2012-07-01,297.23736572265625,,3725.5,680.3066817857325,,15019.0,3.4194869995117188,0.01662827469408512,14609.0
Abra,2012-08-01,296.7032775878906,,,961.9077284224331,,,6.237733840942383,0.01678832247853279,0.0
Abra,2012-09-01,297.2911071777344,,5090.5,355.00868927966803,,14976.5,2.9768028259277344,0.01621381752192974,14723.5
Abra,2012-10-01,295.8050842285156,,4842.5,80.15650428272784,,14987.5,4.820214748382568,0.014368478208780289,14684.0
Abra,2012-11-01,296.9024353027344,,4540.5,13.534504516981542,,,3.1418817043304443,0.01482717040926218,14715.0
Abra,2012-12-01,295.63134765625,,4093.5,16.9545578379184,,15012.0,4.609220027923584,0.01359661016613245,14674.0
Abra,2013-01-01,294.0884704589844,,3930.75,2.504370668902993,,14984.0,5.108743667602539,0.011805936694145203,14567.5
Abra,2013-02-01,296.263427734375,,3788.5,6.566468980163336,,15121.25,4.51828145980835,0.012357288040220737,14692.0
